Status,Txn Hash,Method,Affected,Involved,Direction,Token,Token ID,Token,Contract,Block,Time
Success,98UiJ2ZhPev3SFAogU1uezwhALxoRXaZb4kne9Lrd58e,TRANSFER,game.hot.tg,nearrewards.near,In,nearrewards.near,32089,nearreward (nr),nearreward.mintbase1.near,127541664,2024-09-08 02:12:25
